Accession,ID,Protein Name,Gene Names,Organism,Taxonomy ID,Length
A0A3S0LNU8,A0A3S0LNU8_9GAMM,Epoxyqueuosine reductase,queG,Shewanella canadensis,271096,398
A0A3S0LP32,A0A3S0LP32_9GAMM,Bifunctional uridylyltransferase/uridylyl-removing enzyme,glnD,Shewanella canadensis,271096,867
A0A3S0LPZ3,A0A3S0LPZ3_9GAMM,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA,Shewanella canadensis,271096,419
A0A3S0LQ76,A0A3S0LQ76_9GAMM,Inosine/xanthosine triphosphatase,,Shewanella canadensis,271096,189
A0A3S0LQB4,A0A3S0LQB4_9GAMM,Cytochrome c-552,nrfA,Shewanella canadensis,271096,466
A0A3S0RUG6,A0A3S0RUG6_9GAMM,UDP-N-acetylmuramoylalanine--D-glutamate ligase,murD,Shewanella canadensis,271096,443
A0A3S0RUH5,A0A3S0RUH5_9GAMM,Ribonuclease T,rnt,Shewanella canadensis,271096,223
A0A3S0RUW7,A0A3S0RUW7_9GAMM,Dihydrofolate synthase/folylpolyglutamate synthase,,Shewanella canadensis,271096,421
A0A3S0RUY3,A0A3S0RUY3_9GAMM,ATP synthase subunit beta,atpD,Shewanella canadensis,271096,458
A0A3S0RUZ2,A0A3S0RUZ2_9GAMM,tRNA modification GTPase MnmE,mnmE,Shewanella canadensis,271096,453
A0A3S0RV08,A0A3S0RV08_9GAMM,16S rRNA (cytosine(967)-C(5))-methyltransferase,rsmB,Shewanella canadensis,271096,426
A0A3S0RV35,A0A3S0RV35_9GAMM,FMN dependent NADH:quinone oxidoreductase,azoR,Shewanella canadensis,271096,197
A0A3S0RV42,A0A3S0RV42_9GAMM,ATP-dependent DNA helicase RecG,recG,Shewanella canadensis,271096,691
A0A3S0RV69,A0A3S0RV69_9GAMM,Peptidoglycan glycosyltransferase MrdB,rodA,Shewanella canadensis,271096,368
A0A3S0RVC3,A0A3S0RVC3_9GAMM,Chaperone protein DnaJ,dnaJ,Shewanella canadensis,271096,378
A0A3S0RVG0,A0A3S0RVG0_9GAMM,Ketol-acid reductoisomerase,,Shewanella canadensis,271096,493
A0A3S0RW51,A0A3S0RW51_9GAMM,Ion-translocating oxidoreductase complex subunit C,rsxC,Shewanella canadensis,271096,891
A0A3S0RWC9,A0A3S0RWC9_9GAMM,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,ubiE,Shewanella canadensis,271096,251
A0A3S0RWI2,A0A3S0RWI2_9GAMM,Chromosome partition protein Smc,smc,Shewanella canadensis,271096,1143
A0A3S0RWQ9,A0A3S0RWQ9_9GAMM,D-alanine--D-alanine ligase,ddl,Shewanella canadensis,271096,333
A0A3S0RX39,A0A3S0RX39_9GAMM,Flagellum-specific ATP synthase,fliI,Shewanella canadensis,271096,448
A0A3S0RX76,A0A3S0RX76_9GAMM,Alanine--tRNA ligase,alaS,Shewanella canadensis,271096,874
A0A3S0RXZ9,A0A3S0RXZ9_9GAMM,Ion-translocating oxidoreductase complex subunit B,rnfB,Shewanella canadensis,271096,278
A0A3S0RY62,A0A3S0RY62_9GAMM,Isoleucine--tRNA ligase,ileS,Shewanella canadensis,271096,940
A0A3S0RZ14,A0A3S0RZ14_9GAMM,Histidinol dehydrogenase,hisD,Shewanella canadensis,271096,439
A0A3S0RZB1,A0A3S0RZB1_9GAMM,Acetate kinase,ackA,Shewanella canadensis,271096,398
A0A3S0RZG5,A0A3S0RZG5_9GAMM,Glycine dehydrogenase (decarboxylating),gcvP,Shewanella canadensis,271096,962
A0A3S0RZI6,A0A3S0RZI6_9GAMM,Bifunctional adenosylcobalamin biosynthesis protein,,Shewanella canadensis,271096,215
A0A3S0S0D4,A0A3S0S0D4_9GAMM,ADP-ribose pyrophosphatase,,Shewanella canadensis,271096,202
A0A3S0S0I9,A0A3S0S0I9_9GAMM,Ribose-5-phosphate isomerase A,rpiA,Shewanella canadensis,271096,218
A0A3S0S0S2,A0A3S0S0S2_9GAMM,Primosomal protein N',priA,Shewanella canadensis,271096,731
A0A431WKH8,A0A431WKH8_9GAMM,GDP-L-fucose synthase,fcl,Shewanella canadensis,271096,319
A0A431WLE8,A0A431WLE8_9GAMM,Argininosuccinate synthase,argG,Shewanella canadensis,271096,407
A0A431WLG8,A0A431WLG8_9GAMM,Phosphoheptose isomerase,gmhA,Shewanella canadensis,271096,197
A0A431WLT2,A0A431WLT2_9GAMM,Penicillin-binding protein 1A,,Shewanella canadensis,271096,843
A0A431WLY2,A0A431WLY2_9GAMM,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,murF,Shewanella canadensis,271096,455
A0A431WM27,A0A431WM27_9GAMM,3-dehydroquinate synthase,aroB,Shewanella canadensis,271096,358
A0A431WM29,A0A431WM29_9GAMM,Probable peptidoglycan glycosyltransferase FtsW,ftsW,Shewanella canadensis,271096,404
A0A431WM70,A0A431WM70_9GAMM,3-ketoacyl-CoA thiolase,fadI,Shewanella canadensis,271096,436
A0A431WM72,A0A431WM72_9GAMM,3-isopropylmalate dehydratase large subunit,leuC,Shewanella canadensis,271096,466
A0A431WM87,A0A431WM87_9GAMM,DNA helicase RecQ,recQ,Shewanella canadensis,271096,607
A0A431WMB8,A0A431WMB8_9GAMM,Uracil phosphoribosyltransferase,upp,Shewanella canadensis,271096,208
A0A431WMG5,A0A431WMG5_9GAMM,Protoporphyrinogen IX dehydrogenase [quinone],hemG,Shewanella canadensis,271096,179
A0A431WMQ3,A0A431WMQ3_9GAMM,UDP-N-acetylmuramate--L-alanine ligase,murC,Shewanella canadensis,271096,489
A0A431WMR3,A0A431WMR3_9GAMM,DNA gyrase subunit B,gyrB,Shewanella canadensis,271096,805
A0A431WMT0,A0A431WMT0_9GAMM,"Peptidoglycan D,D-transpeptidase MrdA",mrdA,Shewanella canadensis,271096,618
A0A431WMV3,A0A431WMV3_9GAMM,Ribose-phosphate pyrophosphokinase,prs,Shewanella canadensis,271096,315
A0A431WMY5,A0A431WMY5_9GAMM,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,murG,Shewanella canadensis,271096,365
A0A431WMZ6,A0A431WMZ6_9GAMM,Chorismate synthase,aroC,Shewanella canadensis,271096,364
A0A431WN00,A0A431WN00_9GAMM,UDP-N-acetylmuramyl-tripeptide synthetase,murE,Shewanella canadensis,271096,493
A0A431WN07,A0A431WN07_9GAMM,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,mnmC,Shewanella canadensis,271096,717
A0A431WN12,A0A431WN12_9GAMM,D-aminoacyl-tRNA deacylase,dtd,Shewanella canadensis,271096,145
A0A431WN61,A0A431WN61_9GAMM,Ubiquinone biosynthesis O-methyltransferase,ubiG,Shewanella canadensis,271096,265
A0A431WN72,A0A431WN72_9GAMM,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,miaB,Shewanella canadensis,271096,474
A0A431WNA6,A0A431WNA6_9GAMM,Protoporphyrinogen IX dehydrogenase [quinone],hemG,Shewanella canadensis,271096,175
A0A431WNB6,A0A431WNB6_9GAMM,Na(+)-translocating NADH-quinone reductase subunit D,nqrD,Shewanella canadensis,271096,210
A0A431WNE5,A0A431WNE5_9GAMM,Na(+)-translocating NADH-quinone reductase subunit B,nqrB,Shewanella canadensis,271096,399
A0A431WNG1,A0A431WNG1_9GAMM,Sulfate adenylyltransferase subunit 1,cysN,Shewanella canadensis,271096,469
A0A431WNJ4,A0A431WNJ4_9GAMM,Imidazolonepropionase,hutI,Shewanella canadensis,271096,408
A0A431WNJ5,A0A431WNJ5_9GAMM,Erythronate-4-phosphate dehydrogenase,pdxB,Shewanella canadensis,271096,387
A0A431WNL6,A0A431WNL6_9GAMM,GTP cyclohydrolase 1,folE,Shewanella canadensis,271096,219
A0A431WNM2,A0A431WNM2_9GAMM,GTP cyclohydrolase-2,ribA,Shewanella canadensis,271096,205
A0A431WNN5,A0A431WNN5_9GAMM,ATP synthase subunit alpha,atpA,Shewanella canadensis,271096,513
A0A431WNQ4,A0A431WNQ4_9GAMM,Membrane protein insertase YidC,yidC,Shewanella canadensis,271096,544
A0A431WNQ7,A0A431WNQ7_9GAMM,Na(+)-translocating NADH-quinone reductase subunit E,nqrE,Shewanella canadensis,271096,202
A0A431WNR2,A0A431WNR2_9GAMM,Chromosomal replication initiator protein DnaA,dnaA,Shewanella canadensis,271096,462
A0A431WP54,A0A431WP54_9GAMM,tRNA/tmRNA (uracil-C(5))-methyltransferase,trmA,Shewanella canadensis,271096,365
A0A431WP57,A0A431WP57_9GAMM,"Selenide, water dikinase",selD,Shewanella canadensis,271096,346
A0A431WP80,A0A431WP80_9GAMM,Deoxyribose-phosphate aldolase,deoC,Shewanella canadensis,271096,257
A0A431WP90,A0A431WP90_9GAMM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",gpmI,Shewanella canadensis,271096,514
A0A431WP93,A0A431WP93_9GAMM,DNA-directed RNA polymerase subunit omega,rpoZ,Shewanella canadensis,271096,94
A0A431WPA1,A0A431WPA1_9GAMM,Orotate phosphoribosyltransferase,pyrE,Shewanella canadensis,271096,213
A0A431WPB1,A0A431WPB1_9GAMM,serine-type D-Ala-D-Ala carboxypeptidase,,Shewanella canadensis,271096,390
A0A431WPC0,A0A431WPC0_9GAMM,Protein GrpE,grpE,Shewanella canadensis,271096,209
A0A431WPI6,A0A431WPI6_9GAMM,Na(+)-translocating NADH-quinone reductase subunit F,nqrF,Shewanella canadensis,271096,415
A0A431WPK6,A0A431WPK6_9GAMM,Branched-chain-amino-acid aminotransferase,ilvE,Shewanella canadensis,271096,307
A0A431WPK8,A0A431WPK8_9GAMM,2-methylisocitrate lyase,prpB,Shewanella canadensis,271096,292
A0A431WPT0,A0A431WPT0_9GAMM,1-deoxy-D-xylulose-5-phosphate synthase,dxs,Shewanella canadensis,271096,621
A0A431WPW6,A0A431WPW6_9GAMM,NAD kinase,nadK,Shewanella canadensis,271096,292
A0A431WQ36,A0A431WQ36_9GAMM,7-cyano-7-deazaguanine synthase,queC,Shewanella canadensis,271096,232
A0A431WQ43,A0A431WQ43_9GAMM,Holliday junction branch migration complex subunit RuvA,ruvA,Shewanella canadensis,271096,205
A0A431WQ51,A0A431WQ51_9GAMM,Serine--tRNA ligase,serS,Shewanella canadensis,271096,428
A0A431WQ98,A0A431WQ98_9GAMM,"GTP 3',8-cyclase",moaA,Shewanella canadensis,271096,326
A0A431WQC7,A0A431WQC7_9GAMM,UvrABC system protein B,uvrB,Shewanella canadensis,271096,670
A0A431WQG4,A0A431WQG4_9GAMM,3-dehydroquinate dehydratase,aroQ,Shewanella canadensis,271096,151
A0A431WQG7,A0A431WQG7_9GAMM,Phosphomethylpyrimidine synthase,thiC,Shewanella canadensis,271096,638
A0A431WQI1,A0A431WQI1_9GAMM,Purine nucleoside phosphorylase DeoD-type,deoD,Shewanella canadensis,271096,236
A0A431WQI3,A0A431WQI3_9GAMM,ATP-dependent RNA helicase DeaD,deaD,Shewanella canadensis,271096,613
A0A431WQU5,A0A431WQU5_9GAMM,Transcription termination factor Rho,rho,Shewanella canadensis,271096,421
A0A431WQY8,A0A431WQY8_9GAMM,4-hydroxy-4-methyl-2-oxoglutarate aldolase,,Shewanella canadensis,271096,164
A0A431WQY9,A0A431WQY9_9GAMM,tRNA-specific 2-thiouridylase MnmA,mnmA,Shewanella canadensis,271096,372
A0A431WQZ3,A0A431WQZ3_9GAMM,o-succinylbenzoate synthase,menC,Shewanella canadensis,271096,351
A0A431WR03,A0A431WR03_9GAMM,Phosphate acetyltransferase,,Shewanella canadensis,271096,713
A0A431WR10,A0A431WR10_9GAMM,Aspartate--tRNA ligase,aspS,Shewanella canadensis,271096,595
A0A431WR29,A0A431WR29_9GAMM,Beta-ketoacyl-[acyl-carrier-protein] synthase III,fabH,Shewanella canadensis,271096,354
A0A431WR37,A0A431WR37_9GAMM,Protein-glutamate methylesterase/protein-glutamine glutaminase,cheB,Shewanella canadensis,271096,345
A0A431WR39,A0A431WR39_9GAMM,Holliday junction branch migration complex subunit RuvB,ruvB,Shewanella canadensis,271096,338
A0A431WR51,A0A431WR51_9GAMM,Ion-translocating oxidoreductase complex subunit G,rsxG,Shewanella canadensis,271096,208
A0A431WR54,A0A431WR54_9GAMM,Periplasmic nitrate reductase,napA,Shewanella canadensis,271096,829
A0A431WR66,A0A431WR66_9GAMM,Carbamoyltransferase HypF,hypF,Shewanella canadensis,271096,783
A0A431WR73,A0A431WR73_9GAMM,UvrABC system protein A,uvrA,Shewanella canadensis,271096,945
A0A431WR89,A0A431WR89_9GAMM,Signal recognition particle receptor FtsY,ftsY,Shewanella canadensis,271096,532
A0A431WR93,A0A431WR93_9GAMM,DNA polymerase III subunit epsilon,dnaQ,Shewanella canadensis,271096,242
A0A431WR98,A0A431WR98_9GAMM,LexA repressor,lexA,Shewanella canadensis,271096,206
A0A431WRB1,A0A431WRB1_9GAMM,Cytochrome c oxidase subunit 2,coxB,Shewanella canadensis,271096,524
A0A431WRF6,A0A431WRF6_9GAMM,hydrogenase (acceptor),,Shewanella canadensis,271096,378
A0A431WRI1,A0A431WRI1_9GAMM,ATP-dependent RNA helicase RhlB,rhlB,Shewanella canadensis,271096,435
A0A431WRJ3,A0A431WRJ3_9GAMM,tRNA-dihydrouridine synthase B,dusB,Shewanella canadensis,271096,322
A0A431WRM6,A0A431WRM6_9GAMM,Riboflavin biosynthesis protein RibD,ribD,Shewanella canadensis,271096,374
A0A431WRR8,A0A431WRR8_9GAMM,"dTDP-4-dehydrorhamnose 3,5-epimerase",rfbC,Shewanella canadensis,271096,190
A0A431WRT9,A0A431WRT9_9GAMM,Cytochrome c oxidase subunit 1,ctaD,Shewanella canadensis,271096,534
A0A431WRU9,A0A431WRU9_9GAMM,"3,4-dihydroxy-2-butanone 4-phosphate synthase",ribB,Shewanella canadensis,271096,367
A0A431WRX7,A0A431WRX7_9GAMM,Ribosomal RNA large subunit methyltransferase J,rlmJ,Shewanella canadensis,271096,280
A0A431WRZ2,A0A431WRZ2_9GAMM,Molybdenum cofactor guanylyltransferase,mobA,Shewanella canadensis,271096,196
A0A431WS12,A0A431WS12_9GAMM,Pseudouridine-5'-phosphate glycosidase,psuG,Shewanella canadensis,271096,304
A0A431WS16,A0A431WS16_9GAMM,Serine hydroxymethyltransferase,glyA,Shewanella canadensis,271096,418
A0A431WS22,A0A431WS22_9GAMM,RecBCD enzyme subunit RecD,recD,Shewanella canadensis,271096,696
A0A431WS28,A0A431WS28_9GAMM,Phosphopantetheine adenylyltransferase,coaD,Shewanella canadensis,271096,158
A0A431WS38,A0A431WS38_9GAMM,2-amino-3-ketobutyrate coenzyme A ligase,kbl,Shewanella canadensis,271096,397
A0A431WS91,A0A431WS91_9GAMM,"6,7-dimethyl-8-ribityllumazine synthase",ribH,Shewanella canadensis,271096,160
A0A431WSC9,A0A431WSC9_9GAMM,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",ispF,Shewanella canadensis,271096,161
A0A431WSD4,A0A431WSD4_9GAMM,Acetyl-coenzyme A synthetase,acs,Shewanella canadensis,271096,650
A0A431WSE0,A0A431WSE0_9GAMM,tRNA (cytidine(34)-2'-O)-methyltransferase,trmL,Shewanella canadensis,271096,154
A0A431WSQ0,A0A431WSQ0_9GAMM,Formamidopyrimidine-DNA glycosylase,mutM,Shewanella canadensis,271096,271
A0A431WSR2,A0A431WSR2_9GAMM,Coproporphyrinogen-III oxidase,hemN,Shewanella canadensis,271096,458
A0A431WSS1,A0A431WSS1_9GAMM,Pimeloyl-[acyl-carrier protein] methyl ester esterase,bioH,Shewanella canadensis,271096,259
A0A431WSS5,A0A431WSS5_9GAMM,Bifunctional protein FolD,folD,Shewanella canadensis,271096,286
A0A431WSV2,A0A431WSV2_9GAMM,Energy-dependent translational throttle protein EttA,ettA,Shewanella canadensis,271096,555
A0A431WSX8,A0A431WSX8_9GAMM,Homoserine O-succinyltransferase,metAS,Shewanella canadensis,271096,314
A0A431WSZ3,A0A431WSZ3_9GAMM,ATP-dependent Clp protease proteolytic subunit,clpP,Shewanella canadensis,271096,203
A0A431WT00,A0A431WT00_9GAMM,L-threonine 3-dehydrogenase,tdh,Shewanella canadensis,271096,341
A0A431WT27,A0A431WT27_9GAMM,DNA 3'-5' helicase,,Shewanella canadensis,271096,1018
A0A431WT97,A0A431WT97_9GAMM,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),ispG,Shewanella canadensis,271096,371
A0A431WTD7,A0A431WTD7_9GAMM,3-phosphoshikimate 1-carboxyvinyltransferase,aroA,Shewanella canadensis,271096,426
A0A431WTJ1,A0A431WTJ1_9GAMM,Glutamine--tRNA ligase,glnS,Shewanella canadensis,271096,556
A0A431WTM6,A0A431WTM6_9GAMM,Major outer membrane lipoprotein Lpp,lpp,Shewanella canadensis,271096,88
A0A431WTQ2,A0A431WTQ2_9GAMM,Tyrosine--tRNA ligase,tyrS,Shewanella canadensis,271096,398
A0A431WTR0,A0A431WTR0_9GAMM,Ion-translocating oxidoreductase complex subunit G,rnfG,Shewanella canadensis,271096,255
A0A431WTR4,A0A431WTR4_9GAMM,Anhydro-N-acetylmuramic acid kinase,anmK,Shewanella canadensis,271096,369
A0A431WTS8,A0A431WTS8_9GAMM,Signal recognition particle protein,ffh,Shewanella canadensis,271096,457
A0A431WTV1,A0A431WTV1_9GAMM,Enoyl-[acyl-carrier-protein] reductase [NADH],fabV,Shewanella canadensis,271096,400
A0A431WTY4,A0A431WTY4_9GAMM,Phosphoenolpyruvate-protein phosphotransferase,ptsP,Shewanella canadensis,271096,566
A0A431WTZ2,A0A431WTZ2_9GAMM,cytochrome-c oxidase,ccoN,Shewanella canadensis,271096,475
A0A431WU01,A0A431WU01_9GAMM,4-hydroxy-tetrahydrodipicolinate synthase,dapA,Shewanella canadensis,271096,294
A0A431WU48,A0A431WU48_9GAMM,Glycerol-3-phosphate acyltransferase,plsY,Shewanella canadensis,271096,200
A0A431WU59,A0A431WU59_9GAMM,"Glutamate-1-semialdehyde 2,1-aminomutase",hemL,Shewanella canadensis,271096,428
A0A431WU74,A0A431WU74_9GAMM,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,mtnN,Shewanella canadensis,271096,230
A0A431WU93,A0A431WU93_9GAMM,Bifunctional adenosylcobalamin biosynthesis protein,,Shewanella canadensis,271096,189
A0A431WUB7,A0A431WUB7_9GAMM,Succinylglutamate desuccinylase,astE,Shewanella canadensis,271096,347
A0A431WUG8,A0A431WUG8_9GAMM,Inosine-5'-monophosphate dehydrogenase,guaB,Shewanella canadensis,271096,490
A0A431WUI2,A0A431WUI2_9GAMM,DNA gyrase subunit A,gyrA,Shewanella canadensis,271096,904
A0A431WUI7,A0A431WUI7_9GAMM,Bifunctional uridylyltransferase/uridylyl-removing enzyme,glnD,Shewanella canadensis,271096,859
A0A431WUJ1,A0A431WUJ1_9GAMM,Ribonuclease HII,rnhB,Shewanella canadensis,271096,213
A0A431WUJ5,A0A431WUJ5_9GAMM,Methionine aminopeptidase,map,Shewanella canadensis,271096,265
A0A431WUK7,A0A431WUK7_9GAMM,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ispH,Shewanella canadensis,271096,315
A0A431WUN6,A0A431WUN6_9GAMM,Protein-glutamate methylesterase/protein-glutamine glutaminase,cheB,Shewanella canadensis,271096,371
A0A431WUP3,A0A431WUP3_9GAMM,Queuine tRNA-ribosyltransferase,tgt,Shewanella canadensis,271096,377
A0A431WUT8,A0A431WUT8_9GAMM,RNA polymerase sigma factor FliA,fliA,Shewanella canadensis,271096,239
A0A431WUW3,A0A431WUW3_9GAMM,Malate synthase G,glcB,Shewanella canadensis,271096,724
A0A431WUX2,A0A431WUX2_9GAMM,Hydroxylamine reductase,hcp,Shewanella canadensis,271096,552
A0A431WUX3,A0A431WUX3_9GAMM,Phosphoribosylformylglycinamidine synthase,purL,Shewanella canadensis,271096,1293
A0A431WUY3,A0A431WUY3_9GAMM,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Shewanella canadensis,271096,388
A0A431WV01,A0A431WV01_9GAMM,Lipoprotein signal peptidase,lspA,Shewanella canadensis,271096,176
A0A431WV12,A0A431WV12_9GAMM,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",uppS,Shewanella canadensis,271096,264
A0A431WV30,A0A431WV30_9GAMM,Guanosine-inosine kinase,gsk,Shewanella canadensis,271096,434
A0A431WV34,A0A431WV34_9GAMM,Chaperone protein HtpG,htpG,Shewanella canadensis,271096,638
A0A431WV70,A0A431WV70_9GAMM,Probable endonuclease 4,nfo,Shewanella canadensis,271096,285
A0A431WVG2,A0A431WVG2_9GAMM,Pseudouridine synthase,,Shewanella canadensis,271096,218
A0A431WVI4,A0A431WVI4_9GAMM,Tetraacyldisaccharide 4'-kinase,lpxK,Shewanella canadensis,271096,337
A0A431WVL8,A0A431WVL8_9GAMM,Adenylate kinase,adk,Shewanella canadensis,271096,214
A0A431WVN8,A0A431WVN8_9GAMM,Protein-L-isoaspartate O-methyltransferase,pcm,Shewanella canadensis,271096,244
A0A431WVP6,A0A431WVP6_9GAMM,ATP-dependent dethiobiotin synthetase BioD,bioD,Shewanella canadensis,271096,226
A0A431WVP7,A0A431WVP7_9GAMM,Biotin synthase,bioB,Shewanella canadensis,271096,354
A0A431WVQ1,A0A431WVQ1_9GAMM,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,bioA,Shewanella canadensis,271096,455
A0A431WVZ9,A0A431WVZ9_9GAMM,Methionine--tRNA ligase,metG,Shewanella canadensis,271096,692
A0A431WW03,A0A431WW03_9GAMM,Uridine kinase,udk,Shewanella canadensis,271096,211
A0A431WW22,A0A431WW22_9GAMM,Acyl carrier protein,acpP,Shewanella canadensis,271096,77
A0A431WW38,A0A431WW38_9GAMM,Cytidine deaminase,cdd,Shewanella canadensis,271096,296
A0A431WW88,A0A431WW88_9GAMM,Imidazole glycerol phosphate synthase subunit HisH,hisH,Shewanella canadensis,271096,218
A0A431WW95,A0A431WW95_9GAMM,Imidazole glycerol phosphate synthase subunit HisF,hisF,Shewanella canadensis,271096,257
A0A431WWC2,A0A431WWC2_9GAMM,Histidine biosynthesis bifunctional protein HisB,hisB,Shewanella canadensis,271096,355
A0A431WWI3,A0A431WWI3_9GAMM,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,fabA,Shewanella canadensis,271096,171
A0A431WWK2,A0A431WWK2_9GAMM,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,pssA,Shewanella canadensis,271096,259
A0A431WWK8,A0A431WWK8_9GAMM,Beta-hexosaminidase,nagZ,Shewanella canadensis,271096,333
A0A431WWN7,A0A431WWN7_9GAMM,Adenosine deaminase,add,Shewanella canadensis,271096,331
A0A431WWQ5,A0A431WWQ5_9GAMM,Na(+)-translocating NADH-quinone reductase subunit B,nqrB,Shewanella canadensis,271096,404
A0A431WWR3,A0A431WWR3_9GAMM,Na(+)-translocating NADH-quinone reductase subunit D,nqrD,Shewanella canadensis,271096,207
A0A431WWS6,A0A431WWS6_9GAMM,Purine nucleoside phosphorylase DeoD-type,deoD,Shewanella canadensis,271096,236
A0A431WWU1,A0A431WWU1_9GAMM,Na(+)-translocating NADH-quinone reductase subunit F,nqrF,Shewanella canadensis,271096,405
A0A431WWV6,A0A431WWV6_9GAMM,NAD-dependent malic enzyme,maeA,Shewanella canadensis,271096,562
A0A431WWW6,A0A431WWW6_9GAMM,Dihydroorotase,pyrC,Shewanella canadensis,271096,344
A0A431WWW9,A0A431WWW9_9GAMM,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,metE,Shewanella canadensis,271096,769
A0A431WWX5,A0A431WWX5_9GAMM,Aminomethyltransferase,gcvT,Shewanella canadensis,271096,364
A0A431WWY0,A0A431WWY0_9GAMM,Na(+)-translocating NADH-quinone reductase subunit C,nqrC,Shewanella canadensis,271096,255
A0A431WX11,A0A431WX11_9GAMM,Adenosylcobinamide-GDP ribazoletransferase,cobS,Shewanella canadensis,271096,257
A0A431WX64,A0A431WX64_9GAMM,Protoporphyrinogen IX dehydrogenase [quinone],hemG,Shewanella canadensis,271096,175
A0A431WXB4,A0A431WXB4_9GAMM,3-methyl-2-oxobutanoate hydroxymethyltransferase,panB,Shewanella canadensis,271096,264
A0A431WXE9,A0A431WXE9_9GAMM,Sulfite reductase [NADPH] hemoprotein beta-component,cysI,Shewanella canadensis,271096,569
A0A431WXN9,A0A431WXN9_9GAMM,Corrinoid adenosyltransferase,cobO,Shewanella canadensis,271096,196
A0A431WXP9,A0A431WXP9_9GAMM,Pantothenate synthetase,panC,Shewanella canadensis,271096,281
A0A431WXT0,A0A431WXT0_9GAMM,tRNA dimethylallyltransferase,miaA,Shewanella canadensis,271096,303
A0A431WXT3,A0A431WXT3_9GAMM,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",mpl,Shewanella canadensis,271096,468
A0A431WY22,A0A431WY22_9GAMM,Polyamine aminopropyltransferase,speE,Shewanella canadensis,271096,587
A0A431WY53,A0A431WY53_9GAMM,Uroporphyrinogen decarboxylase,hemE,Shewanella canadensis,271096,354
A0A431WY71,A0A431WY71_9GAMM,Aconitate hydratase B,acnB,Shewanella canadensis,271096,865
A0A431WYC6,A0A431WYC6_9GAMM,ATP-dependent protease subunit HslV,hslV,Shewanella canadensis,271096,174
A0A431WYI5,A0A431WYI5_9GAMM,dTTP/UTP pyrophosphatase,,Shewanella canadensis,271096,198
A0A431WYN6,A0A431WYN6_9GAMM,Chaperonin GroEL,groL,Shewanella canadensis,271096,546
A0A431WYT6,A0A431WYT6_9GAMM,Alanine racemase,alr,Shewanella canadensis,271096,358
A0A431WYV7,A0A431WYV7_9GAMM,Phospholipase A1,,Shewanella canadensis,271096,297
A0A431WYW2,A0A431WYW2_9GAMM,DNA topoisomerase 4 subunit A,parC,Shewanella canadensis,271096,757
A0A431WZ16,A0A431WZ16_9GAMM,Glucosamine-6-phosphate deaminase,nagB,Shewanella canadensis,271096,262
A0A431WZ50,A0A431WZ50_9GAMM,DNA topoisomerase 4 subunit B,parE,Shewanella canadensis,271096,628
A0A431WZ53,A0A431WZ53_9GAMM,ATP-dependent RNA helicase SrmB,srmB,Shewanella canadensis,271096,408
A0A431WZ60,A0A431WZ60_9GAMM,tRNA dimethylallyltransferase,miaA,Shewanella canadensis,271096,308
A0A431WZ62,A0A431WZ62_9GAMM,Small ribosomal subunit biogenesis GTPase RsgA,rsgA,Shewanella canadensis,271096,352
A0A431WZ86,A0A431WZ86_9GAMM,Aspartokinase,lysC,Shewanella canadensis,271096,450
A0A431WZB1,A0A431WZB1_9GAMM,Transketolase,tkt,Shewanella canadensis,271096,663
A0A431WZC1,A0A431WZC1_9GAMM,Chaperone SurA,surA,Shewanella canadensis,271096,434
A0A431WZC9,A0A431WZC9_9GAMM,4-hydroxythreonine-4-phosphate dehydrogenase,pdxA,Shewanella canadensis,271096,328
A0A431WZF8,A0A431WZF8_9GAMM,Adenylosuccinate synthetase,purA,Shewanella canadensis,271096,431
A0A431WZG8,A0A431WZG8_9GAMM,Replicative DNA helicase,dnaB,Shewanella canadensis,271096,468
A0A431WZJ3,A0A431WZJ3_9GAMM,Valine--tRNA ligase,valS,Shewanella canadensis,271096,973
A0A431WZN0,A0A431WZN0_9GAMM,Ribosomal RNA small subunit methyltransferase A,rsmA,Shewanella canadensis,271096,267
A0A431WZV2,A0A431WZV2_9GAMM,Small ribosomal subunit biogenesis GTPase RsgA,rsgA,Shewanella canadensis,271096,384
